category,title,author,created_time,tid,topic,content
讨论咨询,[求助][已完结]关于去泰国参加学术会议的签证,lesunjt,2015-07-21,9191134,学术会议,"
我们学校说原则上必须是商务签证，然后我就去泰国驻华大使馆去看，结果商务签证的要求材料有：
1. 由申请人的单位或雇主出具的担保信（英文或泰文），加盖单位公章附担保人名片；担保信上注明申请人的姓名，职位，详细联系方式，以及赴泰国的目的和停留期限 
2. 由泰方公司或泰方合作伙伴出具的邀请信（英文或泰文）{在邀请信上签名人，其名字必须出现在公司的董事会名单中；在邀请信上签名的是外国人，附送他/她的工作许可证复印件;}
3.泰方公司今年注册文件复印件一套： {股东名单 ;营业执照 ;公司简介 ;资产负债表和税单 }
以上文件每一页须盖单位公章 
4.往返机票复印件或确认的机票订单 
5.泰方的就业许可证书复印件
我就直接蒙了，1、里面担保人找谁呀？我们研究生院只给我了一份资助证明和在读证明，里面有我的姓名、学号、入学时间、专业，赴泰国目的和会议日期，没有担保人名片、我的联系方式，这个可以抵担保信吗？
2、学术会议又没有董事会。工作许可证什么的就更不知道怎么弄了。
3、不用说了，这些必然是没有的。
4、这个好弄
5、我又不是去就业的，当然没有
麻烦问下去过泰国参加国际会议的，都是怎么弄的？"
会议资源,[求助][已完结]散金求 2015年燃料电池技术与标准化国际研讨会的具体会议内容,小菲子嘻嘻,2015-10-09,9473233,学术会议,"
各位虫友，有没有参加了九月份举办的2015年燃料电池技术与标准化国际研讨会的虫子，我想要一份参加会议的大神们的会议PPT和摘要之类的，越全越好。谢谢各位了。"
参会经验,[求助][已完结]2015工程热物理年会 传热传质,1073439513,2015-09-27,9438298,学术会议,"
今年我投了一篇工程热物理年会传热传质，现在接收到会议录用通知了，情况如下：您的稿件已被录用，发表类型为张贴报告，请按格式修改文章并提交最终版。
两个评审专家的意见分别是：1.价值: 好? ?创新性: 中? ?写作: 好? ? 一般: 建议修改? ???发表类型: 口头
2.价值: 好? ???创新性: 好? ?? ?写作: 中? ?? ?一般: 建议修改? ?? ? 发表类型: 张贴
请有经验的大神指导，口头和张贴报告有什么区别吗？我去参会的话需要准备些什么呢？最后录用概率有多少，。。。。求大神解答！！！
"
会议资源,[求助][已完结]求近期化学和光电类的会议,038015,2015-10-08,9468209,学术会议,"
RT。请问近期有没有有机化学或者光电方面的会议，谢谢！"
会议检索,[求助][已完结]麻烦各位大神，这个EEADH2014的国际会议被收录在AMM644-650了，还能被检索吗？,荔枝的心,2015-10-07,9462573,学术会议,"
麻烦各位大神，这个EEADH2014的国际会议被收录在AMM644-650了，还能被检索吗？"
讨论咨询,[求助][已完结]第二届机电应用力学与能源工程国际会议(MAMEE 2015) 怎么样？靠谱吗？,msmc,2015-05-24,8973277,学术会议,"
请问，第二届机电应用力学与能源工程国际会议(MAMEE 2015) 怎么样？靠谱吗？"
讨论咨询,[求助][已完结]雷达和信号处理方面的哪些会议较好，求推荐,爱看世界,2014-12-28,8351564,学术会议,"
最近想投一篇会议论文，但是不知道哪些会议比较好，因为导师如果觉得投的会议比较水的话就不会支持我去参会，所以求有经验的兄弟姐妹们推荐几个比较好的会议，谢谢！

IET radar conference 2015：? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ???http://www.ietradar.org/page.asp?id=129
2015 IEEE Radar Conference - Out of Africa - always something new:? ?? ? http://www.saradar2015.org/default.asp
这两个怎么样？"
会议检索,[求助]AMM 期刊EI检索 5 (评阅+1),lhc6607,2014-09-26,7952971,学术会议,"
今年6月投稿两篇论文到会议，答应在AMM上发表，请问2014EI调整后，AMM期刊还是EI检索吗"
会议资源,[求助][已完结]有没有哪位大侠去参加WCSP 2015，在南京召开的会议？ (评阅+1),2901567,2015-08-21,9296204,学术会议,"
小弟中了这个会议，2015.10.15~17南京召开，因近期忙着写大论文，可能没时间参会，哪位参会的大侠可以帮小弟贴两张海报，感激不尽.
只有6.5个金币，还望不要嫌弃。。。"
会议检索,[求助][已完结]Amm644-650EI检索了吗？cipi呢？,ziyuns2001,2015-10-05,9457827,学术会议,"
那位兄弟帮忙查下Amm644-650EI检索了吗？cipi呢？"
会议资源,[求助][已完结]混凝土结构耐久性会议 (评阅+1),qsslove,2015-10-06,9460964,学术会议,"
有没有人知道2016年第五届 International Conference on Durability of Concrete Structure 的会议在哪里召开"
会议资源,[求助][已完结]第二十届全国色谱会议论文集,tb_布谷鸟,2015-10-06,9460362,学术会议,"
谁有第二十届全国色谱会议的论文集吗？"
会议检索,[求助][已完结]Atlantis Press 出版的论文集能被EI检索不？? ?(  1 2 ) (评阅+1),jesdu,2015-04-04,8755559,学术会议,"
Atlantis Press 出版的论文集能被EI检索不？太揪心了，IE&EM2014由Atlantis出版，2015年一月初在Sprinter link查到，但一直未必EI检索，急人呐，有虫友知道内情不？请告知，谢谢了

[ 发自手机版 http://emuch.net/3g ]"
讨论咨询,[求助][已完结][关贴]烟丝加标回收率如何设计,沐玲风,2015-10-05,9458236,学术会议,"
请问各位大神，有谁知道关于烟丝实验方面的回收率怎么做呀？由于烟丝成分比较复杂，很难获得空白基质样品，这样的话，怎么去设计一个回收率的实验嘞？

[ 发自小木虫android客户端 ]"
会议检索,[求助][已完结]跪求各位查询一下论文EI收录情况? ?(  1 2 ) (评阅+1),孟庆保mqb,2015-10-02,9453439,学术会议,"
各位师兄，本人的一篇英文论文题目为《Evaluation of equivalent circulatiing density in deep water dynamic kill drilling》，跪求各位帮忙查询一下有没有被EI收录，包含作者名:Meng qingbao，小弟万分感谢！"
其他,[求助][已完结][关贴]大豆蛋白吸水性的测定方法,锦绣莹舞,2015-10-04,9456163,学术会议,"
求助各位大神，新虫子求助
? ?? ???大豆蛋白质的吸水性保水性的测定方法，老师安排的作业，表示找不到方法 求助求助把所有家当都贡献出来啦请大神们教教小虫子我吧"
会议检索,[求助][已完结]有EI权限的同志们帮忙查一下会议论文有没有被EI检索呢,zgbxmc,2014-04-14,7262939,学术会议,"
2013年11月在澳门召开的IEEE GSIS2013国际会议，会议论文已经进入IEEE Xplore数据库，并且收到了会议论文集，但是不知道有没有被EI呢？
? ?? ?题目：Grey cluster estimating model of soil organic matter content based on hyper-spectral data
? ?? ?作者：ZHANG Guang-bo，LI Xi-can*，QI Fengyan，WU Bin，CHENG Shu-han"
讨论咨询,[求助][已完结][关贴]哪位大神知道国内外那几个课题组做的电镀方向做的比较好的？,bowanglian,2015-10-03,9453795,学术会议,"
小弟今年博一，博士方向有很大可能做电镀这一块，不过对电镀这块不是太了解，求大神能给指导小弟，国内外在电镀这一方面做电镀做的不错的课题组，能让小弟尽快的了解现在电镀方向比较前沿的东西！小弟不胜感激!!!!!!

? ?"
会议检索,[求助][已完结]IVCNZ2015会议是否EI检索？,bazige,2015-07-18,9180039,学术会议,"
谁去参加过IVCNZ会议啊？在新西兰，不知道会议会不会被EI检索？我在官网看的提交论文9月份，录用通知10月份，11月份参加会议，中间间隔时间好短啊。而且和PSIVT2015在相同地点举办。谁了解麻烦告诉一下，谢谢了。"
讨论咨询,[求助][已完结]2016年1月美国图森开的RAMS国际会议对于学生来说注册费是多少？往年的是多少？,zguilin,2015-10-02,9452371,学术会议,"
今年RAMS的注册费是多少啊？在他们的注册系统里面的价格对于学生来说是$909，但是看他们的注册身份和价格列表里面显示的学生身份注册费是$500,是不是最近涨价了？还是我选得不对？望知情者告知。
在此谢过了。
$909对于一个会议来说太贵了。。。"
会议资源,[求助][已完结]2015 International Conference for Chinese Medicine and Cancer (ICCMC),donglicu,2015-10-01,9450754,学术会议,"
求谁知道该会议在哪开呀??2015 International Conference on the inaugural of International Consortium for Chinese Medicine and Cancer (ICCMC)"
会议检索,[求助]EICE 2012 会议EI检索了没有 1,wclwyh,2012-10-15,5063181,学术会议,"
我有一篇文章是EICE 2012 会议收录了,不知道现在有没有EI检索,我的论文题目是:
The Research on Path Planning for Mobile Agent Migration Based on Ant Colony Algorithm,
哪位兄弟姐妹,知道,告诉我一声,谢谢!"
会议检索,[求助][已完结]请问克罗地亚safe2015这个会议怎样？或求推荐EI/SCi安全类会议,ashao,2015-01-20,8451392,学术会议,"
http://www.wessex.ac.uk/15-conferences/safe-2015.html网址克罗地亚
Download Pdf? ? ? ? 
6th International Conference on Safety and Security Engineering



6 - 8 May, 2015



Opatija, Croatia"
会议检索,[求助][已完结]请帮忙看这篇文章会议ei检索了吗,songhaifeng,2015-02-02,8507858,学术会议,"
Study on Choice Model of Sales Channel on Grain Supply Chain
请帮忙看一下是否被ei检索，检索号是多少？在此谢谢了"
讨论咨询,[求助][已完结]求助！这个会议是否被ei检索？,liuy_yy,2014-12-25,8339490,学术会议,"
2015年第二届体育科学和计算机科学国际学术研讨会
http://www.csss-conf.net/
这个会议靠谱么？是否被ei检索？"
会议检索,[求助][已完结]投在国外召开的国际会议，不参加会议，论文是否能被EI收录？? ?(  1 2 ),rolandcn,2014-11-20,8183621,学术会议,"
去国外开会，费用太大了。投在国外召开的国际会议，不参加会议，论文是否能被EI收录？"
会议检索,[求助][已完结]请问，如何确定会议论文是否被EI收录呢？,123456120c,2015-03-30,8726560,学术会议,"
投的会议论文收到了录取通知，但如何查询能否被EI检索到呢？求大神帮助~"
讨论咨询,[求助][已完结][关贴]DNS试剂配制后，放置了五个月，还能继续用于还原糖测定吗？,也慕,2015-09-30,9449998,学术会议,"
求助：DNS试剂配制后，放置了五个月，今年五月份配置的，没有沉淀出现，还能继续用于还原糖测定吗？"
会议资源,[求助][已完结]英语方面的国内，国际学生会议 (评阅+1),susan69,2015-09-28,9439504,学术会议,"
近期内有没有英语教育、教师教育、英语课程发展类国内 国际学生会议，请分享信息。谢谢"
会议资源,[求助][已完结]大家看“2015 第三届能源研究和电力工程国际会议（ERPE 2015）”靠谱吗？？？？？？,wclwcl0422,2015-04-16,8809865,学术会议,"
大家看“2015 第三届能源研究和电力工程国际会议（ERPE 2015）”靠谱吗？？？？？？
2015 第三届能源研究和电力工程国际会议（ERPE 2015）
5 月16-17 , 2015 大连 中国
http://www.erpe2015.org
亲爱的作者：
感谢您投稿2015第三届能源研究和电力工程国际会议，我们很高兴通知您：
稿件编号：
稿件题目：
稿件作者：
已经被“2015第三届能源研究和电力工程”国际会议录用。会议论文长度请不要超过6页；如果超过6页，将额外收
取300元人民币每页。修改最终版本论文时，应该严格按照论文模版进行编辑。不参加会议的作者不影响论文的发表和EI检索。汇款方式见压缩文件中的注册表文件第二页。
请在2015年4月23日以前将填好的注册表、论文终稿（请严格按照论文模版修改, 要求参考文献个数不低于5个，
论文页数不低于4页）、版权表扫描件以及汇款凭证的扫描件发回大会邮箱（邮件主题注明“注册”+稿件编号，）
erpe2015@vip.163.com 。为了便于会务组对论文格式进行检查和修改，论文终稿请提供word文档，如果确信格式
没有问题，也可以只提供pdf格式终稿。
论文Word模版下载地址：http://www.erpe2015.org/paperformat.doc
祝您工作、学习愉快！
2015 第三届能源研究和电力工程国际会议组委会"
讨论咨询,[求助][已完结]ICEEAC和ESAC两个会议，我该怎么办？求助? ?(  1 2 ),蔡军,2015-07-15,9168367,学术会议,"
情况是这样的：ESAC是Atlantis Press 出版社，这个会议也在出版社的网站列出来了，http://www.esac2015.com/主页是能检索，但打电话咨询了一下会务组，说不保证。
而ICEEAC是Springer Lecture Notes in Electrical Engineering出版的，http://www.iceeac.org/index.php?id=9，学校要求EI检索，所以我想投一个保险一点的，求知情人士相助啊"
会议检索,[求助][已完结]好心人帮忙看下这两篇文章是否EI/ISTP检索? ?(  1 2 ),kkkkkkk凯,2015-09-29,9442907,学术会议,"
1、Path planning of Robot Based on Ant Colony Algorithm
2、path planning based on fuzzy logic algorithm for robots in hierarchical control

[ 发自手机版 http://emuch.net/3g ]"
其他,[求助][已完结][关贴]求助SIMCA13.0安装包,sunliligo,2015-09-29,9445850,学术会议,"
求助SIMCA13.0安装包，想做OPLS-DA的S-plot图,谢谢，万分感谢！"
会议检索,[求助][已完结]IEEE主办的 论文较容易录用的 会议，能够IE检索，求推荐,pingdan,2015-01-15,8430736,学术会议,"
有投稿经验的聊聊"
讨论咨询,[求助][已完结]IEEE会议列表哪里查找？国内和国外。,pingdan,2015-01-14,8425343,学术会议,"
求各个IEEE会议 录用难易程度介绍。"
讨论咨询,[求助][已完结]急求今年下半年或明年上半年7月前国内举办的国际会议？,lanse8801,2015-09-16,9394231,学术会议,"
博士毕业要一篇国际会议，也是醉了，明年7月就要博士答辩了，所以要能保证在7月前国内召开的。
内容有关光电、纳米科学、物理、光通信或其它相关内容的工程类国际会议。
有没有大神知道此类相关内容的会议？？？
注意要在国内举办，并且是国际会议，EI能不能检索无所谓了。"
会议检索,[求助][已完结]好心人帮忙看下这篇文章是否EI检索？,liumeige7852,2015-09-29,9445192,学术会议,"
Analysis on Risk Prediction of Enterprise Marketing"
会议资源,[求助][已完结]知名的国际会议名称,xianlin2015,2015-09-29,9445213,学术会议,"
求：能源和纳米材料领域认可度高、知名的国际会议的名称。"
讨论咨询,[求助][已完结][关贴]International Conference,zbf0504,2015-09-29,9444632,学术会议,"
无人应助，删掉吧"
讨论咨询,[求助][已完结]化学反应工程国际研讨会（ISCRE)怎么样？,jjkj123,2015-09-28,9442721,学术会议,"
求助各位虫友，如题。
想问的是这个会议的水平高吗？
楼主比较无知，听说这个会议的全文会被AIChe收录，是真的吗？
还有就是楼主仅此一篇潜在的SCI论文，付出了比较多心血，做的比较系统，内容也不错，本来想发好一点，等到将来申请出国读博时用来套磁。但现在老爷子（楼主导师）叫我投这个会议，这叫心里打着小九九的楼主情何以堪？楼主幼小的心灵里一直认为会议就是灌水的有木有（说错了勿拍）。完全不了解情况，只想知道值不值，会不会明珠暗投？（原谅我自恋一下）
急等。。。"
会议资源,[求助][已完结]2012年第六届全国结构化学学术会议通知,cmsniu,2015-09-28,9442463,学术会议,"
要有红章印 的pdf格式，非常感谢。"
参会经验,[求助][已完结][关贴]高分子聚合物,duiduizhang,2015-09-28,9441239,学术会议,"
聚丙烯和什么聚合物共聚会得到耐高温，无毒的嵌段共聚物，并且会使他们的Tm升高？

[ 发自小木虫android客户端 ]"
讨论咨询,[求助][已完结]会议投稿一直未收到通知邮件，该怎么办,coldstarana,2015-09-25,9431356,学术会议,"
投的IEEE/CIC15，没选择SYMPOSIA，现在还没收到邮件，EDAS上一直是active，这种情况该给谁发邮件询问呀,注册日期还有5天截止，真心觉得是不是那出错了，求大神解答！！！"
会议资源,[求助][已完结]求9-18在杭州召开的中国煤炭深加工&煤炭清洁高效利用会议?的视频或录音 (评阅+1),1012581566,2015-09-26,9435270,学术会议,"
如题，求2015年9-18在杭州召开的“中国煤炭深加工&煤炭清洁高效利用第21次会议?首届煤基精细化学品＆聚氧醚技术经济研讨会”的视频或录音，学习下，谢谢。金币有限，请见谅。
? ? 邮箱：349302976@qq.com"
会议检索,[求助][已完结]求问两篇会议论文检索号,chenedai,2015-09-24,9426111,学术会议,"
1，Research on Coupling Risk of System of Systems，SOSE2010
2，Research on Risk Assessment of Ship Repair Based on Case-Based Reasoning，ISKE2013"
参会经验,[求助][已完结][关贴]一种溶剂热法合成海胆状NiCo2S4电极材料的方法,爱上她的天使,2015-09-25,9434347,学术会议,"
同济大学的专利：合成NiCo2S4，希望能知道具体需要加入多少二乙醇胺！"
会议检索,[求助][已完结]题目：Note on Clustering Criterion是否被ISTP（CPCI-SSH）检索？谢谢！,sys_gao,2015-09-24,9428757,学术会议,"
题目：Note on Clustering Criterion是否被ISTP（CPCI-SSH）检索？谢谢！"
讨论咨询,[求助] [已完结]会议出席求助 (评阅+1),骑行者7号,2015-08-22,9298778,学术会议,"
大家好，我的论文中了这个会议（上传的图片中显示），我想问一下大家有没有谁要去参加这个会议的，谢谢~~


会议图片1.jpg



会议图片2.png"
参会经验,[求助][已完结]会议论文要求,一切OK,2015-09-25,9430953,学术会议,"
之前我投稿摘要到会议，现在发了封邮件给老板。We would also like to invite all authors to submit a paper (~7-8 pages) or a pdf of their presentation slides to be included in the 2015 Annual Meeting online proceedings. 这个是要写个通讯之类的么，还是做个PPT就好了？"
会议资源,[求助][已完结]2015年末到2016年初 数学物理方面的国际会议,majunchi20,2015-09-15,9391412,学术会议,"
2015年末到2016年初，数学物理方面的国际会议，会议地点是国外的都有哪些会议？"
讨论咨询,[求助]Extreme Learning Machines 2015（ELM2015） 这个会议收录的论文被EI检索吗？ 40,北回归线21,2015-06-19,9075453,学术会议,"
请教一下：Extreme Learning Machines 2015（ELM2015） 这个会议收录的论文被EI检索吗？，好种不？??多谢各位大神！"
会议检索,[求助][已完结]麻烦哪位好心人帮忙查查文章是否ISTP检索了，多谢！,xiaoxianxue,2015-05-15,8937446,学术会议,"
题目： The Idea for Colleges to Practice New Model of ""Cloud Storage"" for Archives 
 期刊名及页码：2015 International Industrial Informatics and Computer Engineering Conference(IIICEC 2015),January 10-11,2015,Xian,China,Part D，1135页
出版社：ATLANTICS PRESS"
讨论咨询,[求助][已完结][关贴]请求推荐近期的EI收录的会议,lwb198609,2015-09-24,9426960,学术会议,"
如题所示，谢谢。"
讨论咨询,[求助][已完结][关贴]请教,淡淡的微笑65,2015-09-24,9427741,学术会议,"
葡萄糖酸和乳酸怎么鉴别

[ 发自小木虫android客户端 ]"
其他,[求助][已完结][关贴]哪里可以买到蔗糖6磷酸这个试剂,分子2010,2015-09-24,9426352,学术会议,"
找了好多家公司就是没找到哪里可以有卖蔗糖6磷酸这个试剂的"
会议检索,[求助][已完结]求各位大神帮忙下一下这篇文章啊？老板交代任务，十万火急啊,hitcs,2015-09-24,9426326,学术会议,"
哪位大神帮我下一篇会议文章啊
题目：Mechanical Properties and Corrosion Behaviour of Friction Stir Welded Al2024-T3
会议名称是：Proceedings of the First International Symposium on Friction Stir Welding
链接：http://www.researchgate.net/publ ... ir_Welded_Al2024-T3
万分感谢啊！！"
会议检索,[求助][已完结][关贴]Mechanical Properties and Corrosion Behaviour of Friction Stir Welded Al2024-T3,hitcs,2015-09-23,9424483,学术会议,"
G. Biallas, R. Braun, C.D. Donne, G. Staniek, W.A. Kaysser, Mechanical properties and corrosion behavior of friction stir welded 2024-T3, in: Proceedings of the First International Symposium on Friction Stir Welding, Paper No. S3-P3, CA, USA, June 1999, TWI Ltd."
会议资源,[求助][已完结]求助发布的比较全的国际会议网站,舞叶精灵66,2015-09-20,9410593,学术会议,"
求助发布的比较全的国际会议网站"
讨论咨询,[求助]2013中国智能自动化会议 (CIAC2013)收录的中英文文章是否为JA检索？? ?(  1 2 3 4 )  1 (评阅+1),mengshuqin,2012-12-23,5338569,学术会议,"
请问各位大侠们，2013中国智能自动化会议 (CIAC2013)
http://www.ciac-conf.org/indexzw.asp?ID=14
论文出版与检索

 会议录用的英文文章将由Springer的Lecture Notes in Electrical Engineering出版（EI源）。

 会议录用的中文文章将在《东南大学大学学报》增刊（EI源）和《中南大学学报》增刊（EI源）上发表。



论文投稿指南

 在国内外杂志或会议上未曾发表过，论文中英文均可，建议尽量用英文。其中，英文文章将由Springer的Lecture Notes in Electrical Engineering出版（LNEE，ISSN：1876-1100，EI源），发表在LNEE上的英文终稿文章排版后以7-8页为宜，超页需要支付超页版面费。所有文章都要经过同行专家评审，评审时间约为1个月。

投稿方式有两种：邮件投稿和Easychair在线投稿。您可以选择其中的任何一种方式投稿，但请不要同时采用两种方式重复投稿。

 （1）在线投稿系统

https://www.easychair.org/conferences/?conf=ciac20130 （建议尽量采用本在线投稿系统方式投稿，由于本系统最近不稳定，如果您登陆不上投稿系统，请换个时间再登录试试，若多次不能登录，请采用下面邮箱投稿方式投稿。）

 （2）邮箱投稿

 投稿邮箱为：qianzh@tsinghua.edu.cn
是不是中文文章是ei JA检索，而英文文章是ei CA检索呢？"
会议检索,[求助][已完结]Lecture Notes in Information Technology 是EI收录的刊物么？ITIE办的会能去么？? ?(  1 2 ),niuniuboy,2012-06-30,4680994,学术会议,"
Lecture Notes in Information Technology 是EI受录的刊物么？我看很多会议上说它只被ISTP收录，并没有说EI收录。在这个刊物上收录的文章，有没有可能被EI收录呢？
另外，ITIE办的会是不是骗子会议啊？现在大的办会公司好多，这个是不是周坏北的变身公司呢？"
会议资源,[求助][已完结]近期还有没有关于锂电池的国际或国内的学术会议，望告知，谢谢,是猪猪,2015-09-23,9423376,学术会议,"
近期还有没有关于锂电池国际或国内的学术会议，望告知，谢谢"
其他,[求助][已完结][关贴]求文章 交通气象方面的,日暮篱的小窝,2015-09-23,9423356,学术会议,"
《Analysis of Road Surface Temperature for Each Road Section in Winter Using Thermal Mapping System》

http://trid.trb.org/view/2014/C/1288412

除了上面这个网址 我竟找不到其他的地方有这篇文章。请各位大神帮忙！"
会议检索,[求助][已完结]求各位大神帮忙查一下这个文章检索了吗？EI和ISTP,jiejingduo2,2015-09-23,9421290,学术会议,"
题目：Research on Fuzzy Multi-objective Programming based on Effect Probability
作者：Fachao Li, Jingduo Jie
会议名称：International Conference on Automation, Mechanical Control and Computational Engineering (AMCCE 2015)"
会议资源,[求助][已完结]求助水处理方面的2016年国际会议，最好有SCI期刊推荐,johenky,2015-09-23,9422640,学术会议,"
如题，谢谢"
讨论咨询,[求助][已完结]什么时候能知道论文有没有被会议推荐到期刊,芰荷Regina,2015-09-22,9416447,学术会议,"
投了个国际会议，今天收到了录用通知。会议网站上写的是推荐好的论文到一些SCI和EI期刊上，想请问大家推荐的话是什么时候通知呢？
录用邮件上并没有写被推荐了，是不是意思就是我的论文没有被推荐，仅仅是被会议录用了？"
会议检索,[求助][已完结]求助查一篇会议论文,wyg1988,2015-07-06,9134336,学术会议,"
哪位虫友可以帮忙查看一下这篇论文是否已经检索了，因我这儿不能查，谢谢了啊
论文名称：A??Group Key Agreement Protocal Based on Layer-Cluster for Satellite Network
 作者：ZHOU Lin ,JIAO Wen-cheng,WU Yang,WANG Tao,LIU Hui-ying"
讨论咨询,[求助][已完结]寻求12th ICCEU会议的ISBN或ISSN号,慕容凌馨,2015-05-28,8989213,学术会议,"
请问有参加2014年第12届International Conference??on Combustion and Energy Utilization（ICCEU），Lancaster，UK的虫子吗，迫切需要该会议的论文集上的ISBN号或者是ISSN号，有谁能够帮我找找吗，不甚感谢"
讨论咨询,[求助][已完结]第八届中美化学工程联合会议研讨会,寒泪墨梅,2015-09-22,9418302,学术会议,"
各位：大家好！我报名参加“第八届中美化学工程联合会议”并且被邀请做研讨会专题报告（25分钟报告，5分钟讨论，会议语言：英文），第一次参加这样的会议，也第一次被邀请做报告，完全不知道该怎么办，请想问大家我要怎么准备，准备些什么？是不是要做PPT，大概做多少页……"
会议检索,[求助]求助ICCSSEI会议靠谱吗？? ?(  1 2 )  4 (评阅+1),pengchenyi,2014-06-06,7501813,学术会议,"
有木有投过或者了解情况的虫友说说这会议靠谱吗。。。
全称是：The International Conference on Computers, Signal processing, Sensor (ICCSS 2014)
官网上说 All accepted papers will be submitted to EI Journals（Ei Compendex）

这是会议官方网站：
http://www.iccssei.org/date.htm

谢谢大家！！！！"
其他,[求助][已完结]66届国际宇航大会，今年10月份有过去参加的同学吗？,浅浅zl,2015-09-20,9410433,学术会议,"
大家好~




